Season,ATeamID,BTeamID,ASeed,ATeamName,AConfAbbrev,AConfAverageOrdinalRank,AAverageOrdinalRank,AMinOrdinalRank,AMaxOrdinalRank,ALatestOrdinalRank,AScore,ANumOT,AFGM,AFGA,AFG%,FGM3,AFGA3,AFG3%,AFTM,AFTA,AFT%,AOR,ADR,ATR,AAst,ATO,AStl,ABlk,APF,AW,AL,AWH2H,ALH2H,AWCommonOpp,ALCommonOpp,AWLastK,ALLastK,BSeed,BTeamName,BConfAbbrev,BConfAverageOrdinalRank,BAverageOrdinalRank,BMinOrdinalRank,BMaxOrdinalRank,BLatestOrdinalRank,BScore,BNumOT,BFGM,BFGA,BFG%,BFGM3,BFGA3,BFG3%,BFTM,BFTA,BFT%,BOR,BDR,BTR,BAst,BTO,BStl,BBlk,BPF,BW,BL,BWH2H,BLH2H,BWCommonOpp,BLCommonOpp,BWLastK,BLLastK
2021,1276,1400,1,Michigan,big_ten,41.77602090597027,8.189141832222893,2.2452830188679247,27.157894736842106,4.153846153846154,76.25,0.041666666666666664,27.875,57.625,48.37310195227766,7.541666666666667,19.5,38.675213675213676,12.958333333333334,16.666666666666668,77.75,8.083333333333334,27.083333333333332,35.166666666666664,15.458333333333334,10.666666666666666,4.416666666666667,4.291666666666667,6.208333333333333,0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.0,7.0,3.0,3,Texas,big_twelve,57.452488192820184,15.55755867518266,8.428571428571429,23.150943396226417,16.846153846153847,75.23076923076923,0.11538461538461539,26.307692307692307,57.96153846153846,45.38818845388188,8.653846153846153,24.26923076923077,35.65768621236133,13.961538461538462,19.73076923076923,70.76023391812866,9.576923076923077,26.192307692307693,35.76923076923077,13.038461538461538,13.76923076923077,6.5,3.923076923076923,5.769230769230769,0.7307692307692307,0.2692307692307692,0.0,0.0,1.0,0.0,8.0,2.0
2021,1276,1382,1,Michigan,big_ten,41.77602090597027,8.189141832222893,2.2452830188679247,27.157894736842106,4.153846153846154,76.25,0.041666666666666664,27.875,57.625,48.37310195227766,7.541666666666667,19.5,38.675213675213676,12.958333333333334,16.666666666666668,77.75,8.083333333333334,27.083333333333332,35.166666666666664,15.458333333333334,10.666666666666666,4.416666666666667,4.291666666666667,6.208333333333333,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,7.0,3.0,9,St Bonaventure,a_ten,129.60618904819992,62.564512093709425,28.06,119.1,28.06,70.5,0.0,26.05,58.05,44.875107665805345,6.55,18.5,35.4054054054054,11.85,16.15,73.37461300309597,9.9,24.4,34.3,14.8,10.4,6.0,3.9,5.25,0.8,0.2,0.0,0.0,0.0,0.0,7.0,3.0
2021,1276,1277,1,Michigan,big_ten,41.77602090597027,8.189141832222893,2.2452830188679247,27.157894736842106,4.153846153846154,76.25,0.041666666666666664,27.875,57.625,48.37310195227766,7.541666666666667,19.5,38.675213675213676,12.958333333333334,16.666666666666668,77.75,8.083333333333334,27.083333333333332,35.166666666666664,15.458333333333334,10.666666666666666,4.416666666666667,4.291666666666667,6.208333333333333,0.8333333333333334,0.16666666666666666,1.0,1.0,15.0,3.0,7.0,3.0,11,Michigan St,big_ten,41.77602090597027,51.26466811859618,8.0,76.58333333333333,60.44,69.03703703703704,0.0,24.74074074074074,58.2962962962963,42.43964421855146,6.37037037037037,19.88888888888889,32.02979515828678,13.185185185185185,18.296296296296298,72.06477732793522,9.666666666666666,25.555555555555557,35.22222222222222,15.851851851851851,12.481481481481481,4.555555555555555,4.666666666666667,6.925925925925926,0.5555555555555556,0.4444444444444444,1.0,1.0,9.0,11.0,5.0,5.0
2021,1276,1417,1,Michigan,big_ten,41.77602090597027,8.189141832222893,2.2452830188679247,27.157894736842106,4.153846153846154,76.25,0.041666666666666664,27.875,57.625,48.37310195227766,7.541666666666667,19.5,38.675213675213676,12.958333333333334,16.666666666666668,77.75,8.083333333333334,27.083333333333332,35.166666666666664,15.458333333333334,10.666666666666666,4.416666666666667,4.291666666666667,6.208333333333333,0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,1.0,7.0,3.0,11,UCLA,pac_twelve,80.40874289145734,38.91433118258899,26.90909090909091,48.96774193548387,45.5,72.84615384615384,0.19230769230769232,26.384615384615383,57.11538461538461,46.195286195286194,6.653846153846154,18.115384615384617,36.730360934182585,13.423076923076923,18.615384615384617,72.10743801652893,8.76923076923077,24.192307692307693,32.96153846153846,13.615384615384615,10.884615384615385,5.076923076923077,2.6538461538461537,4.346153846153846,0.6538461538461539,0.34615384615384615,0.0,0.0,0.0,1.0,4.0,6.0
2021,1276,1422,1,Michigan,big_ten,41.77602090597027,8.189141832222893,2.2452830188679247,27.157894736842106,4.153846153846154,76.25,0.041666666666666664,27.875,57.625,48.37310195227766,7.541666666666667,19.5,38.675213675213676,12.958333333333334,16.666666666666668,77.75,8.083333333333334,27.083333333333332,35.166666666666664,15.458333333333334,10.666666666666666,4.416666666666667,4.291666666666667,6.208333333333333,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,7.0,3.0,13,UNC Greensboro,southern,161.1297819036807,114.44674810003173,84.11111111111111,150.03125,90.20408163265306,73.62068965517241,0.034482758620689655,27.689655172413794,65.3103448275862,42.39704329461457,7.620689655172414,25.379310344827587,30.027173913043477,10.620689655172415,15.551724137931034,68.29268292682927,11.379310344827585,25.0,36.37931034482759,12.206896551724139,10.586206896551724,7.448275862068965,3.7241379310344827,5.275862068965517,0.7241379310344828,0.27586206896551724,0.0,0.0,0.0,0.0,8.0,2.0
2021,1276,1291,1,Michigan,big_ten,41.77602090597027,8.189141832222893,2.2452830188679247,27.157894736842106,4.153846153846154,76.25,0.041666666666666664,27.875,57.625,48.37310195227766,7.541666666666667,19.5,38.675213675213676,12.958333333333334,16.666666666666668,77.75,8.083333333333334,27.083333333333332,35.166666666666664,15.458333333333334,10.666666666666666,4.416666666666667,4.291666666666667,6.208333333333333,0.8333333333333334,0.16666666666666666,0.0,0.0,3.0,0.0,7.0,3.0,16,Mt St Mary's,nec,247.2136676712765,216.15779629511786,189.38,257.1666666666667,189.38,63.72727272727273,0.09090909090909091,23.09090909090909,54.18181818181818,42.61744966442953,6.636363636363637,19.681818181818183,33.71824480369515,10.909090909090908,16.09090909090909,67.79661016949152,9.363636363636363,24.727272727272727,34.09090909090909,11.681818181818182,12.5,4.409090909090909,4.136363636363637,6.636363636363637,0.5454545454545454,0.45454545454545453,0.0,0.0,0.0,1.0,7.0,3.0
2021,1276,1411,1,Michigan,big_ten,41.77602090597027,8.189141832222893,2.2452830188679247,27.157894736842106,4.153846153846154,76.25,0.041666666666666664,27.875,57.625,48.37310195227766,7.541666666666667,19.5,38.675213675213676,12.958333333333334,16.666666666666668,77.75,8.083333333333334,27.083333333333332,35.166666666666664,15.458333333333334,10.666666666666666,4.416666666666667,4.291666666666667,6.208333333333333,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,7.0,3.0,16,TX Southern,swac,293.11402357473554,223.83883571148266,189.76,259.8780487804878,189.76,73.56521739130434,0.0,26.391304347826086,59.26086956521739,44.53411592076302,4.565217391304348,16.47826086956522,27.704485488126647,16.217391304347824,22.956521739130434,70.64393939393939,10.217391304347826,26.130434782608695,36.34782608695652,11.695652173913043,14.826086956521738,7.043478260869565,4.608695652173913,8.478260869565217,0.6521739130434783,0.34782608695652173,0.0,0.0,0.0,0.0,9.0,1.0
2021,1276,1438,1,Michigan,big_ten,41.77602090597027,8.189141832222893,2.2452830188679247,27.157894736842106,4.153846153846154,76.25,0.041666666666666664,27.875,57.625,48.37310195227766,7.541666666666667,19.5,38.675213675213676,12.958333333333334,16.666666666666668,77.75,8.083333333333334,27.083333333333332,35.166666666666664,15.458333333333334,10.666666666666666,4.416666666666667,4.291666666666667,6.208333333333333,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,7.0,3.0,4,Virginia,acc,66.67735815399945,20.591040380272116,8.333333333333334,32.794871794871796,17.846153846153847,68.625,0.041666666666666664,25.333333333333332,52.75,48.02527646129542,8.5,22.291666666666668,38.13084112149532,9.458333333333334,11.583333333333334,81.65467625899281,5.541666666666667,24.0,29.541666666666668,13.958333333333334,8.583333333333334,4.916666666666667,4.333333333333333,3.375,0.75,0.25,0.0,0.0,0.0,0.0,6.0,4.0
2021,1276,1425,1,Michigan,big_ten,41.77602090597027,8.189141832222893,2.2452830188679247,27.157894736842106,4.153846153846154,76.25,0.041666666666666664,27.875,57.625,48.37310195227766,7.541666666666667,19.5,38.675213675213676,12.958333333333334,16.666666666666668,77.75,8.083333333333334,27.083333333333332,35.166666666666664,15.458333333333334,10.666666666666666,4.416666666666667,4.291666666666667,6.208333333333333,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,7.0,3.0,6,USC,pac_twelve,80.40874289145734,26.688803368954705,12.941176470588236,63.333333333333336,16.846153846153847,74.75862068965517,0.06896551724137931,27.17241379310345,58.172413793103445,46.71013633669235,6.310344827586207,18.137931034482758,34.79087452471483,14.10344827586207,21.79310344827586,64.71518987341773,10.482758620689655,25.82758620689655,36.310344827586206,13.655172413793103,12.10344827586207,4.793103448275862,5.241379310344827,4.482758620689655,0.7586206896551724,0.2413793103448276,0.0,0.0,0.0,0.0,6.0,4.0
2021,1276,1332,1,Michigan,big_ten,41.77602090597027,8.189141832222893,2.2452830188679247,27.157894736842106,4.153846153846154,76.25,0.041666666666666664,27.875,57.625,48.37310195227766,7.541666666666667,19.5,38.675213675213676,12.958333333333334,16.666666666666668,77.75,8.083333333333334,27.083333333333332,35.166666666666664,15.458333333333334,10.666666666666666,4.416666666666667,4.291666666666667,6.208333333333333,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,7.0,3.0,7,Oregon,pac_twelve,80.40874289145734,30.260234445929193,15.628571428571428,47.854166666666664,28.49019607843137,74.38461538461539,0.0,27.5,58.23076923076923,47.22589167767503,8.384615384615385,22.115384615384617,37.913043478260875,11.0,15.615384615384615,70.44334975369459,8.192307692307692,22.5,30.692307692307693,13.307692307692308,11.0,7.461538461538462,3.6153846153846154,5.1923076923076925,0.7692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,8.0,2.0
