Season,ATeamID,BTeamID,AWin?,ASeed,ATeamName,AConfAbbrev,AConfAverageOrdinalRank,AAverageOrdinalRank,AMinOrdinalRank,AMaxOrdinalRank,ALatestOrdinalRank,AScore,ANumOT,AFGM,AFGA,AFG%,FGM3,AFGA3,AFG3%,AFTM,AFTA,AFT%,AOR,ADR,ATR,AAst,ATO,AStl,ABlk,APF,AW,AL,AWH2H,ALH2H,AWCommonOpp,ALCommonOpp,AWLastK,ALLastK,BSeed,BTeamName,BConfAbbrev,BConfAverageOrdinalRank,BAverageOrdinalRank,BMinOrdinalRank,BMaxOrdinalRank,BLatestOrdinalRank,BScore,BNumOT,BFGM,BFGA,BFG%,BFGM3,BFGA3,BFG3%,BFTM,BFTA,BFT%,BOR,BDR,BTR,BAst,BTO,BStl,BBlk,BPF,BW,BL,BWH2H,BLH2H,BWCommonOpp,BLCommonOpp,BWLastK,BLLastK
2003,1421,1411,1,16,UNC Asheville,big_south,241.88507543714718,234.09986356252853,128.0,295.0,240.34375,71.20689655172414,0.1724137931034483,24.379310344827587,56.793103448275865,42.926533090467515,6.482758620689655,18.0,36.015325670498086,15.96551724137931,20.93103448275862,76.27677100494235,12.275862068965518,23.17241379310345,35.44827586206897,13.03448275862069,16.20689655172414,7.068965517241379,3.0,19.103448275862068,0.4482758620689655,0.5517241379310345,0.0,0.0,0.0,0.0,5.0,5.0,16,TX Southern,swac,271.158494078499,225.05605288413008,146.0,270.4117647058824,239.28125,72.8,0.03333333333333333,24.733333333333334,55.266666666666666,44.75271411338963,5.933333333333334,18.5,32.072072072072075,17.4,28.066666666666666,61.995249406175766,13.166666666666666,24.8,37.96666666666667,14.2,15.233333333333333,6.433333333333334,2.2333333333333334,18.3,0.6,0.4,0.0,0.0,0.0,0.0,5.0,5.0
2003,1421,1400,0,16,UNC Asheville,big_south,241.88507543714718,234.09986356252853,128.0,295.0,240.34375,71.20689655172414,0.1724137931034483,24.379310344827587,56.793103448275865,42.926533090467515,6.482758620689655,18.0,36.015325670498086,15.96551724137931,20.93103448275862,76.27677100494235,12.275862068965518,23.17241379310345,35.44827586206897,13.03448275862069,16.20689655172414,7.068965517241379,3.0,19.103448275862068,0.4482758620689655,0.5517241379310345,0.0,0.0,0.0,2.0,5.0,5.0,1,Texas,big_twelve,59.997570005134975,10.356135145997916,2.0,43.0,7.205882352941177,78.85714285714286,0.03571428571428571,28.0,62.42857142857143,44.8512585812357,5.857142857142857,16.785714285714285,34.8936170212766,17.0,23.785714285714285,71.47147147147147,16.178571428571427,26.142857142857142,42.32142857142857,14.5,13.428571428571429,6.392857142857143,3.857142857142857,20.357142857142858,0.7857142857142857,0.21428571428571427,0.0,0.0,2.0,1.0,8.0,2.0
2003,1163,1400,0,5,Connecticut,big_east,74.20790463368543,31.184640109504002,6.0,47.333333333333336,27.5,80.03333333333333,0.03333333333333333,29.533333333333335,62.2,47.48124330117899,6.066666666666666,15.7,38.6411889596603,14.9,22.1,67.420814479638,14.766666666666667,27.9,42.666666666666664,15.633333333333333,15.8,5.933333333333334,7.733333333333333,18.4,0.7,0.3,0.0,0.0,3.0,1.0,6.0,4.0,1,Texas,big_twelve,59.997570005134975,10.356135145997916,2.0,43.0,7.205882352941177,78.85714285714286,0.03571428571428571,28.0,62.42857142857143,44.8512585812357,5.857142857142857,16.785714285714285,34.8936170212766,17.0,23.785714285714285,71.47147147147147,16.178571428571427,26.142857142857142,42.32142857142857,14.5,13.428571428571429,6.392857142857143,3.857142857142857,20.357142857142858,0.7857142857142857,0.21428571428571427,0.0,0.0,4.0,1.0,8.0,2.0
2003,1277,1400,0,7,Michigan St,big_ten,76.4577776108832,46.14031088896968,22.0,84.0,34.8125,67.2258064516129,0.03225806451612903,23.032258064516128,51.096774193548384,45.07575757575758,4.903225806451613,13.387096774193548,36.626506024096386,16.258064516129032,22.129032258064516,73.46938775510205,10.67741935483871,24.258064516129032,34.935483870967744,13.612903225806452,14.548387096774194,6.387096774193548,3.7096774193548385,20.032258064516128,0.6129032258064516,0.3870967741935484,0.0,0.0,0.0,2.0,6.0,4.0,1,Texas,big_twelve,59.997570005134975,10.356135145997916,2.0,43.0,7.205882352941177,78.85714285714286,0.03571428571428571,28.0,62.42857142857143,44.8512585812357,5.857142857142857,16.785714285714285,34.8936170212766,17.0,23.785714285714285,71.47147147147147,16.178571428571427,26.142857142857142,42.32142857142857,14.5,13.428571428571429,6.392857142857143,3.857142857142857,20.357142857142858,0.7857142857142857,0.21428571428571427,0.0,0.0,3.0,1.0,8.0,2.0
2003,1345,1400,0,9,Purdue,big_ten,76.4577776108832,26.469973459428857,13.0,56.0,36.84375,71.75,0.03571428571428571,23.75,54.392857142857146,43.66382140512147,5.107142857142857,15.5,32.94930875576036,19.142857142857142,25.5,75.07002801120449,10.392857142857142,23.464285714285715,33.857142857142854,12.25,13.821428571428571,7.178571428571429,2.9285714285714284,19.821428571428573,0.6428571428571429,0.35714285714285715,0.0,0.0,0.0,0.0,4.0,6.0,1,Texas,big_twelve,59.997570005134975,10.356135145997916,2.0,43.0,7.205882352941177,78.85714285714286,0.03571428571428571,28.0,62.42857142857143,44.8512585812357,5.857142857142857,16.785714285714285,34.8936170212766,17.0,23.785714285714285,71.47147147147147,16.178571428571427,26.142857142857142,42.32142857142857,14.5,13.428571428571429,6.392857142857143,3.857142857142857,20.357142857142858,0.7857142857142857,0.21428571428571427,0.0,0.0,0.0,0.0,8.0,2.0
2003,1393,1400,1,3,Syracuse,big_east,74.20790463368543,30.175753641190116,9.0,120.0,13.088235294117647,80.10344827586206,0.034482758620689655,29.24137931034483,62.206896551724135,47.006651884700666,5.241379310344827,15.862068965517242,33.04347826086956,16.379310344827587,23.620689655172413,69.34306569343066,14.310344827586206,26.896551724137932,41.206896551724135,14.96551724137931,13.620689655172415,8.310344827586206,7.275862068965517,16.586206896551722,0.8275862068965517,0.1724137931034483,0.0,0.0,5.0,0.0,8.0,2.0,1,Texas,big_twelve,59.997570005134975,10.356135145997916,2.0,43.0,7.205882352941177,78.85714285714286,0.03571428571428571,28.0,62.42857142857143,44.8512585812357,5.857142857142857,16.785714285714285,34.8936170212766,17.0,23.785714285714285,71.47147147147147,16.178571428571427,26.142857142857142,42.32142857142857,14.5,13.428571428571429,6.392857142857143,3.857142857142857,20.357142857142858,0.7857142857142857,0.21428571428571427,0.0,0.0,2.0,1.0,8.0,2.0
2003,1411,1421,0,16,TX Southern,swac,271.158494078499,225.05605288413008,146.0,270.4117647058824,239.28125,72.8,0.03333333333333333,24.733333333333334,55.266666666666666,44.75271411338963,5.933333333333334,18.5,32.072072072072075,17.4,28.066666666666666,61.995249406175766,13.166666666666666,24.8,37.96666666666667,14.2,15.233333333333333,6.433333333333334,2.2333333333333334,18.3,0.6,0.4,0.0,0.0,0.0,0.0,5.0,5.0,16,UNC Asheville,big_south,241.88507543714718,234.09986356252853,128.0,295.0,240.34375,71.20689655172414,0.1724137931034483,24.379310344827587,56.793103448275865,42.926533090467515,6.482758620689655,18.0,36.015325670498086,15.96551724137931,20.93103448275862,76.27677100494235,12.275862068965518,23.17241379310345,35.44827586206897,13.03448275862069,16.20689655172414,7.068965517241379,3.0,19.103448275862068,0.4482758620689655,0.5517241379310345,0.0,0.0,0.0,0.0,5.0,5.0
2003,1400,1421,1,1,Texas,big_twelve,59.997570005134975,10.356135145997916,2.0,43.0,7.205882352941177,78.85714285714286,0.03571428571428571,28.0,62.42857142857143,44.8512585812357,5.857142857142857,16.785714285714285,34.8936170212766,17.0,23.785714285714285,71.47147147147147,16.178571428571427,26.142857142857142,42.32142857142857,14.5,13.428571428571429,6.392857142857143,3.857142857142857,20.357142857142858,0.7857142857142857,0.21428571428571427,0.0,0.0,2.0,1.0,8.0,2.0,16,UNC Asheville,big_south,241.88507543714718,234.09986356252853,128.0,295.0,240.34375,71.20689655172414,0.1724137931034483,24.379310344827587,56.793103448275865,42.926533090467515,6.482758620689655,18.0,36.015325670498086,15.96551724137931,20.93103448275862,76.27677100494235,12.275862068965518,23.17241379310345,35.44827586206897,13.03448275862069,16.20689655172414,7.068965517241379,3.0,19.103448275862068,0.4482758620689655,0.5517241379310345,0.0,0.0,0.0,2.0,5.0,5.0
2003,1436,1112,0,16,Vermont,aec,223.58968852168135,175.89583463546293,133.66666666666666,257.0,153.125,67.79310344827586,0.06896551724137931,24.82758620689655,55.86206896551724,44.44444444444445,5.275862068965517,15.482758620689655,34.075723830734965,12.862068965517242,19.551724137931036,65.78483245149911,12.96551724137931,25.724137931034484,38.689655172413794,14.206896551724139,14.068965517241379,6.862068965517241,2.9655172413793105,15.89655172413793,0.6551724137931034,0.3448275862068966,0.0,0.0,2.0,1.0,8.0,2.0,1,Arizona,pac_ten,93.88877473931123,3.7891359735520074,1.0,26.0,2.676470588235294,85.21428571428571,0.07142857142857142,30.321428571428573,65.71428571428571,46.14130434782609,7.035714285714286,20.071428571428573,35.05338078291815,17.535714285714285,25.0,70.14285714285714,15.178571428571429,27.642857142857142,42.82142857142857,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,0.8928571428571429,0.10714285714285714,0.0,0.0,1.0,0.0,9.0,1.0
2003,1211,1112,0,9,Gonzaga,wcc,158.94539461727385,45.591776507802805,34.6,75.0,43.09375,77.06451612903226,0.0967741935483871,26.06451612903226,55.45161290322581,47.004072134962186,7.161290322580645,19.06451612903226,37.56345177664974,17.774193548387096,24.64516129032258,72.12041884816753,11.935483870967742,25.322580645161292,37.25806451612903,15.741935483870968,14.548387096774194,6.806451612903226,3.5161290322580645,18.64516129032258,0.7419354838709677,0.25806451612903225,0.0,0.0,2.0,1.0,7.0,3.0,1,Arizona,pac_ten,93.88877473931123,3.7891359735520074,1.0,26.0,2.676470588235294,85.21428571428571,0.07142857142857142,30.321428571428573,65.71428571428571,46.14130434782609,7.035714285714286,20.071428571428573,35.05338078291815,17.535714285714285,25.0,70.14285714285714,15.178571428571429,27.642857142857142,42.82142857142857,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,0.8928571428571429,0.10714285714285714,0.0,0.0,5.0,1.0,9.0,1.0
